形態素	IOB2	メンション	wikipediaタイトル	wikipediaページ
終了				
に				
向かい				
ます				
。				
これ				
は				
自民				
党				
政権				
が				
進め				
た				
もの				
です				
が				
、				
何千				
億				
円				
も				
の				
税金				
を				
つぎ込ん				
で				
開発				
、				
推進				
し				
て				
き				
た				
に				
も				
かかわら				
ず				
、				
全く				
普及				
し				
ませ				
ん				
でし				
た				
。				
　				
開始				
から				
今日				
まで				
の				
十				
三				
年間				
で				
、				
国				
と				
地方				
自治				
体				
合わせ				
、				
この				
住基				
ネット				
に				
幾ら				
使っ				
た				
の				
でしょう				
か				
。				
あわせ				
て				
、				
失敗				
の				
原因				
と				
反省				
が				
あれ				
ば				
述べ				
て				
いただけれ				
ば				
と				
思い				
ます				
。				
　				
本日				
、				
本				
会議				
で				
公務	B	公務員給与法	NIL	NIL
員	I	公務員給与法	NIL	NIL
給与	I	公務員給与法	NIL	NIL
法	I	公務員給与法	NIL	NIL
が				
可決				
さ				
れ				
まし				
た				
が				
、				
現在				
の				
人事				
院				
勧告				
制度				
に				
は				
様々				
な				
問題				
が				
あり				
ます				
。				
　				
そもそも				
人事				
院				
が				
ラスパイレス				
方式				
と				
し				
て				
参考				
に				
し				
て				
いる				
民間				
企業				
は				
、				
日本				
に				
ある				
全				
三百				
八十				
六				
万				
社				
の				
うち				
、				
上位				
約				
一				
％				
に				
当たる				
五				
・				
五				
万				
社				
で				
しか				
あり				
ませ				
ん				
。				
また				
、				
株式				
会社				
日本				
は				
、				
世界				
で				
も				
極めて				
高い				
千				
二百				
兆				
円				
も				
の				
債務				
を				
抱え				
て				
い				
て				
、				
赤字				
の				
状態				
が				
続い				
て				
い				
ます				
。				
もし				
民間				
企業				
と				
の				
比較				
を				
する				
の				
なら				
ば				
、				
大				
借金				
を				
抱え				
て				
い				
て				
大				
赤字				
の				
会社				
と				
比較				
する				
べき				
で				
は				
ない				
でしょう				
か				
。				
その				
よう				
な				
会社				
で				
給与				
や				
ボーナス				
を				
上げ				
て				
いる				
ところ				
など				
聞い				
た				
こと				
が				
あり				
ませ				
ん				
。				
　				
労働				
基本				
権				
の				
制約				
に				
つい				
て				
再				
検討				
し				
、				
人事				
院				
勧告				
制度				
は				
廃止				
に				
する				
か				
大幅				
に				
見直す				
べき				
だ				
と				
思い				
ます				
が				
、				
いかが				
でしょう				
か				
。				
また				
、				
国				
が				
基礎				
的				
財政				
収支				
を				
黒字				
化				
し				
、				
債務				
残高				
を				
安定				
的				
に				
引き下げる				
こと				
が				
できる				
よう				
に				
なる				
まで				
国会				
議員				
の				
歳費				
を				
三				
割				
カット				
、				
国家				
公務				
員				
の				
総				
人件				
費				
を				
二				
割				
カット				
する				
べき				
だ				
と				
思い				
ます				
が				
、				
いかが				
でしょう				
か				
。				
　				
現在				
、				
大きな				
争点				
に				
なっ				
て				
いる				
軽減				
税率				
、				
私				
は				
新聞				
の				
軽減				
税率				
導入				
は				
おかしい				
と				
考え				
て				
い				
ます				
。				
　				
その				
根拠				
は				
知る				
権利				
の				
保障				
だ				
と				
言わ				
れ				
て				
い				
ます				
が				
、				
それ				
で				
は				
公共				
放送				
で				
ある				
ＮＨＫ				
に				
つい				
て				
は				
どの				
よう				
に				
お				
考え				
でしょう				
か				
。				
現在				
は				
受信				
料				
に				
消費				
税				
八				
％				
が				
加算				
さ				
れ				
て				
い				
ます				
が				
、				
一				
〇				
％				
へ				
の				
引上げ				
時				
に				
は				
ＮＨＫ				
も				
軽減				
税率				
の				
対象				
に				
なる				
の				
でしょう				
か				
。				
　				
また				
、				
知る				
権利				
と				
いえ				
ば				
、				
今				
は				
パソコン				
や				
スマート				
フォン				
の				
普及				
率				
が				
七、八				
割				
で				
、				
多く				
の				
人				
が				
ニュース				
を				
ネット				
で				
見				
て				
い				
ます				
。				
この				
ネット				
は				
、				
情報				
の				
送り手				
と				
受け手				
が				
固定				
さ				
れ				
て				
い				
た				
状況				
を				
打破				
し				
、				
国民				
全員				
に				
発信				
者				
に				
なれる				
可能				
性				
も				
与え				
て				
くれ				
まし				
た				
。				
今				
や				
、				
表現				
の				
自由				
、				
政治				
活動				
の				
自由				
を				
保障				
する				
上				
で				
不可欠				
な				
もの				
に				
なっ				
て				
い				
ます				
。				
その				
よう				
な				
こと				
を				
考える				
と				
、				
ネット				
の				
接続				
料				
に				
も				
軽減				
税率				
が				
適用				
さ				
れる				
べき				
だ				
と				
思い				
ます				
が				
、				
いかが				
でしょう				
か				
。				
　				
安倍				
総理				
、				
御				
存じ				
の				
とおり				
、				
なぜ				
か				
日本				
を				
元気				
に				
する				
会				
の				
所属				
議員				
の				
一人				
が				
先月				
、				
突然				
自民				
党				
へ				
移籍				
を				
希望				
し				
て				
離党				
し				
た				
ため				
、				
我々				
は				
政党	B	政党助成法	政党助成法	https://ja.wikipedia.org/wiki/%E6%94%BF%E5%85%9A%E5%8A%A9%E6%88%90%E6%B3%95
助成	I	政党助成法	政党助成法	https://ja.wikipedia.org/wiki/%E6%94%BF%E5%85%9A%E5%8A%A9%E6%88%90%E6%B3%95
法	I	政党助成法	政党助成法	https://ja.wikipedia.org/wiki/%E6%94%BF%E5%85%9A%E5%8A%A9%E6%88%90%E6%B3%95
上				
、				
政治	B	政治資金規正法	政治資金規正法	https://ja.wikipedia.org/wiki/%E6%94%BF%E6%B2%BB%E8%B3%87%E9%87%91%E8%A6%8F%E6%AD%A3%E6%B3%95
資金	I	政治資金規正法	政治資金規正法	https://ja.wikipedia.org/wiki/%E6%94%BF%E6%B2%BB%E8%B3%87%E9%87%91%E8%A6%8F%E6%AD%A3%E6%B3%95
規正	I	政治資金規正法	政治資金規正法	https://ja.wikipedia.org/wiki/%E6%94%BF%E6%B2%BB%E8%B3%87%E9%87%91%E8%A6%8F%E6%AD%A3%E6%B3%95
法	I	政治資金規正法	政治資金規正法	https://ja.wikipedia.org/wiki/%E6%94%BF%E6%B2%BB%E8%B3%87%E9%87%91%E8%A6%8F%E6%AD%A3%E6%B3%95
上				
、				
そして				
公職	B	公職選挙法	公職選挙法	https://ja.wikipedia.org/wiki/%E5%85%AC%E8%81%B7%E9%81%B8%E6%8C%99%E6%B3%95
選挙	I	公職選挙法	公職選挙法	https://ja.wikipedia.org/wiki/%E5%85%AC%E8%81%B7%E9%81%B8%E6%8C%99%E6%B3%95
法	I	公職選挙法	公職選挙法	https://ja.wikipedia.org/wiki/%E5%85%AC%E8%81%B7%E9%81%B8%E6%8C%99%E6%B3%95
上				
の				
要件				
を				
失い				
、				
政党				
助成				
金				
を				
いただけ				
ない				
政党				
に				
なっ				
て				
しまい				
まし				
た				
。				
しかし				
、				
政党				
で				
ある				
こと				
に				
は				
違い				
が				
なく				
、				
今後				
も				
我々				
の				
理念				
や				
政策				
を				
実現				
する				
ため				
に				
活動				
を				
続け				
て				
いく				
所存				
です				
。				
　				
昨年				
の				
戦後				
七十				
年				
に				
おけ				
る				
安保	B	安保法制	平和安全法制	https://ja.wikipedia.org/wiki/%E5%B9%B3%E5%92%8C%E5%AE%89%E5%85%A8%E6%B3%95%E5%88%B6
法制	I	安保法制	平和安全法制	https://ja.wikipedia.org/wiki/%E5%B9%B3%E5%92%8C%E5%AE%89%E5%85%A8%E6%B3%95%E5%88%B6
、				
元々				
反対				
の				
立場				
でし				
た				
が				
、				
余り				
に				
も				
強引				
な				
安倍				
総理				
の				
進め				
方				
に				
危機				
感				
を				
覚え				
